id,name,property_type,accommodates,review_scores_rating
272706,SUNNY; SPACIOUS APT. in  FT. GREENE,Apartment,2,97
265506,Luxury NYC 2 Bedroom with Terrace,Apartment,6,98
272738,Guest Room in Authentic Williamsburg Factory Loft,Loft,2,87
265831,Sunny unique loft space in best part of Soho,Loft,2,100
265912,Spacious bedroom in 2 bed Loft apartment Bedford L,Loft,2,
273190,HUGE 6 bedroom Landmark house NYC,House,12,92
273256,Beautiful bed and bath - Manhattan,Apartment,1,
273895,Williamsburg Amazing view from my 2BR in NY,Apartment,1,100
266146,Beautiful studio by Central Park,Apartment,3,88
266155,One bed suite with private garden,Apartment,4,98
274062,Beautiful Room Near Central Park!,Apartment,2,98
274329,Fantastic 1-bedroom basement apt.,Apartment,4,89
274376,Private Clinton Hill; Brooklyn Apt,Apartment,3,100
266351,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,Apartment,3,93
274743,Charming furnished Studio-Loft,Apartment,1,100
266437,West Village cozy 2 bedroom  NYC,Apartment,5,
275339,Renting a wonderful room on UES,Apartment,1,
275443,"""Modern 1BR w- Balcony - Times Sqr""",Apartment,3,95
266449,2 Bedroom Gem - Prime LES Location,Apartment,4,91
266756,REAL 2BR-HEART OF SOHO-LITTLE ITALY,Apartment,4,84
288043,West Village-Meat Packing Apt.,Apartment,2,94
275976,Lovely 2 bedroom apartment with backyard access,Guest suite,6,93
289020,Sunny 1BR Center of East Village!,Apartment,2,91
276021,Entire Luxury 2br in Prime Wburg!,Apartment,4,100
289037,2BR in Cobble Hill; Brooklyn; NY,Apartment,4,100
276120,Sunny Apt Near Opera-Cafes-Sleeps 4,Apartment,4,93
276216,Nights in White Satin in the Slope,Apartment,3,100
276317,The Carlton; Brooklyn brownstone Duplex w- garden,Apartment,5,97
289288,Perfect East Village Apartment,Apartment,2,96
289665,Decorators 5-Star Flat West Village,Apartment,3,96
276482,Comfortable Manhattanville.,Apartment,5,87
276994,charming 2BR apartment off Broadway,Apartment,4,
289703,Beautiful SoHo Luxury Apartment,Apartment,2,100
277133,Williamsburg great location,Apartment,2,96
277207,Beautiful lrg 1800's syle apt share,Apartment,2,94
289995,Loft Like w-Garden- Williamsburg Bedford L Stop,Apartment,2,97
277370,Location wins for East Village Apt,Apartment,2,94
278090,Furnished room for rent - Manhattan,Apartment,2,89
278145,Large Room in a Huge NY apartment.,Apartment,1,73
278197,Lovely Room in Trendy Brooklyn!,Apartment,2,96
278876,Large; furnished room in a 2 bedroom!,Apartment,2,
290123,LUXURY Apartment; Furnished; Empire-State View!,Apartment,2,100
279093,1200 Sq.Ft. Historic Apt. in Harlem,Apartment,2,100
279440,MINT MODERN FULLY FURNISHED 2 BR,Apartment,3,
279446,BRIGHT BEAUTIFUL FULLY FURN 2 BR,Apartment,4,
279857,# 1 Yellow Block BnB as seen on Netflix Stay Here,Townhouse,16,95
279969,Cozy Brownstone Inn I(studio),Apartment,4,88
280315,Crown Height's Brooklyn Cozy Apt,Apartment,3,91
290457,Between Two Bridges 2BD -Whole Apt!,Apartment,4,92
291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,Apartment,2,100
280393,Prime Chelsea Sublet | Spacious,Apartment,1,97
281521,Amazing West Village 2br,Apartment,4,97
281703,Great 1 bdrm ap in the East Village,Apartment,3,60
281842,Beautiful Bedroom with Private Bathroom,House,3,100
291764,Large Glowing Private Room; Williamsburg Bedford L,Apartment,2,81
281851,Beautiful Private Bedroom - Downstairs,House,2,97
291812,Entire Apartment in Astoria; 15mins from Manhattan,Apartment,2,100
282341,Kensington-Ditmas Park pied-a-terre,Apartment,2,93
292047,Gorgeous pvt room in West Village,Apartment,1,97
282443,QT STUDIO FOR ROMANTIC COUPLES,Apartment,2,95
292121,1 bedroom apt in Midtown West,Apartment,3,95
292266,Sunny and spacious bedroom,Apartment,1,96
292324,"""True Love"" Room W Private Entrance In Midtown",Apartment,1,80
292361,Great appartment in Manhattan,Apartment,4,82
292637,Beautiful Spacious One Bedroom,Apartment,3,
282514,"Private Room-Bath; Sunny Town House; 18"" from City",Townhouse,2,100
292954,Charming One Bedroom in Prospect Heights,Apartment,3,96
282863,Cozy and Charming Boerum Hill Flat,Apartment,2,89
293004,Room next to Columbia Uni.,Apartment,2,
282977,Park Slope Brooklyn!  Sunny Bedroom.,House,6,96
293837,Spacious Private Home in Wburg; with Outdoor Patio,Apartment,2,88
283072,One bedroom sharing Bathroom,House,1,
283090,Spacious East Village Apartment,Apartment,3,92
294227,Loft Suite @ The Box House Hotel,Apartment,4,98
283194,True 2 Bed-2 Bath in Chelsea,Apartment,6,99
294239,NYC Summer Getaway | Full Home 2BR,Apartment,6,100
283550,Hells Kitchen Ground Fl 1-bedroom,Apartment,3,95
294242,Loft Suite @ The Box House Hotel,Apartment,4,98
284208,Pre War Park Slope on Prospect Park,Apartment,2,89
294250,Beautiful New Garden Apartment ,Apartment,4,96
284855,Charming Apt in the Best Location!,Apartment,2,98
294259,Loft Suite @ Box House Hotel,Apartment,4,98
285442,Huge room with private balcony,Apartment,2,100
294263,Loft Suite @ The Box House Hotel,Apartment,4,97
294280,Loft Suite @ The Box House Hotel,Apartment,4,98
294297,Lovely apt in Williamsburg; BK,Apartment,2,94
285716,Great spacious room by the L train!,Apartment,1,92
286662,Charming Brooklyn Studio,Apartment,2,97
286838,Private Room in Brownstone,House,1,93
287292,Large East Village Duplex Apt; Sleeps 6 People,Apartment,6,
287397,Bed Stuy Pride! Welcome to Brooklyn,Apartment,6,80
287408,Lovely Hell's Kitchen Studio...,Apartment,2,99
294353,Williamsburg HUGE SUNNY next2train!,Apartment,2,86
287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,House,16,83
287421,Cozy; Clean Cobble Hill Brownstone,Apartment,4,94
287481,Vintage-Yoga-Art Oasis Loft in Wburg,Loft,2,87
294490,Loft Suite @ Box House Hotel,Apartment,4,96
294717,Modern apartment w- gorgeous view,Apartment,2,94
295231,Sunny; clean br available,Apartment,1,80
287814,Big; Sunny; Modern Apartment w-VIEW,Apartment,4,95
295998,Panoramic View Central Park and NYC,Apartment,2,99
287839,Cozy; beautiful doormen studio-,Apartment,2,98
296345,E Williamsburg Apartment with Yard,Apartment,2,93
287845,Carroll Gardens Gem-2BD with Garden,Apartment,4,99
296361,Nice Private Room Beauty in Queens,Apartment,1,96
296658,Sublet in Brooklyn-Lefferts Gardens,Apartment,1,90
319724,Cozy Nook in Heart of Williamsburg,Apartment,2,93
319798,Peaceful Room...,Apartment,2,98
319844,Cute Room in Historic Loft!,Apartment,1,96
296717,Cozy Corner; Bedford Ave  Brooklyn!,Apartment,3,94
320128,RIDGEWOOD RAILROAD,Apartment,2,
320865,Harlem on the Range,Apartment,3,100
320876,Amazing Park Slope Duplex with Deck,Apartment,4,97
320877,Entire 2 Bedroom Apartment in Williamsburg,Apartment,4,94
296844,HISTORIC WILLIAMSBURG; BKLYN #1,Apartment,2,90
320900,CHELSEA HOME-STEPS TO THE HIGHLINE and SUBWAY!,Apartment,3,93
297611,Inexpensive apartment in exchange for cat-care,Apartment,1,100
297938,Private and Cozy Modern Luxury,Apartment,2,96
321014,Big Beautiful E Village 1BR (+ Baby Nursery),Apartment,3,96
297962,Private room in 2 br Apt; Wburg; BK,Apartment,2,90
321136,Charming Private Manhattan Studio,Apartment,3,95
298759,Large Double Room  Queenbed Wifi,Apartment,2,88
321902,Super cosy 2 bedroom within 20 mins of Times Sq,Apartment,4,
322037,Luxury Williamsburg; Brooklyn LOFT,Apartment,5,96
298782,Private single bed Room Wifi,Apartment,1,87
298854,Low$pacious in Williamsburg; Bklyn,Apartment,1,
299062,1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,Apartment,2,
322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,Loft,2,99
322974,Chelsea-Meat Packing  Artist Space!,Apartment,2,95
299078,Charming 1BD in SoHo,Apartment,2,96
299531,Feel like you never leave your home,House,6,92
300140,LARGE COZY GREAT FOR A FAMILY STAY IN CHELSEA NY,Apartment,4,93
323453,Brooklyn Design Loft,Loft,5,98
301034,Furnished Bedroom with parking spot for your car!,Condominium,1,97
323706,Elegant Spacious Family Townhouse,Apartment,5,98
324115,Large Master Bedroom - Williamsburg,Apartment,2,90
301372,room with very nice view in Brooklyn,Apartment,1,94
302057,Sunny private room featured in film,House,2,97
324517,Central Park Fifth Av MET Museum,Apartment,1,98
302238,GORGEOUS 2-BDR PENTHOUSE APARTMENT,Apartment,9,95
324800,Real Williamsburg Artist Loft,Loft,2,95
302280,FABULOUS 1 BEDROOM IN MANHATTAN,Apartment,9,70
302309,PLUSH AND SPACIOUS 2-BEDROOM IN NYC,Apartment,9,100
302758,Sunny 1BR East Harlem Apartment,Apartment,2,90
325429,Lovely Upper East Yorkville 1 BDRM,Apartment,2,96
303264,FABULOUS and LARGE 2 BEDROOM IN NYC!,Apartment,10,90
325710,Luxury large 1 BR in Soho,Apartment,2,
303345,The best studio in town,Apartment,2,92
326832,Cozy Upper East Side Studio,Apartment,2,89
303462,Fully Furnished 1B-1BTH UWS GEM  1 YR Sublease,Apartment,1,
326956,Large Cozy Room #2; Landmark Home 1 Block to PRATT,Townhouse,3,93
327521,Lovely studio in East Village; NY,Apartment,2,80
303725,Lovely studio in prime Fort Greene,Apartment,2,92
303851,Comfortable Room in New Apartment,Apartment,2,99
328040,Awesome views; Central location,Apartment,4,98
304799,Penthouse Studio by Central Park,Apartment,2,91
328693,Spacious Manhattan Apartment near Central Park,Apartment,2,93
328744,Entire Apt: Sunny 2bd! 15min to NYC,Apartment,4,85
305211,Your Own 2 Br Apt Bedford and Grand,Apartment,4,95
305245,BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC,Apartment,9,90
329064,Your Historic House in Brooklyn,House,9,89
305667,Classic 4; Upper West Side Gem,Apartment,2,100
329310,Creative Director's Chinatown Loft,Apartment,2,93
329385,COZY; WARM; ECLECTIC MILIEU FOR YOUR NYC VISIT,Apartment,5,95
306702,Spacious + Sunny Studio in Ft. Greene Brooklyn!,Condominium,2,99
331854,Sunny and Spacious 2 Bedroom Near Prospect Park,Apartment,2,94
332525,1BR APT Beautiful Fort Greene Bklyn,Apartment,4,95
306799,2 rooms; private entrance and bath!,Apartment,4,92
333189,Charming private room in New-York,Apartment,2,96
309342,Giant Sunny Bedroom and Private Bath,Apartment,5,99
333323,Cozy bedroom near Times Square,Apartment,1,94
310220,Prime location! Backyard and outdoor shower! Unique!,Apartment,2,98
333472,bedroom in the heart of Fort Greene,Apartment,2,
310272,The Undiscovered Borough Awaits,Apartment,2,88
310325,Large Sunny Bedroom with Bay Window,Apartment,1,82
334607,Artist's Flat in Historic Building! #10263,Apartment,2,92
310338,Harlem-Hamilton Heights Sunny Room,Apartment,1,84
334781,Queen size sofa bed in Harlem,Apartment,2,93
310524,Clinton Hill Duplex near Pratt w-Balcony!,Condominium,1,98
335797,Bklyn 6 Beds 1 Bathroom Rental 2,House,6,81
335819,Bklyn 4 Beds 1 Bathroom Rental 3,House,6,80
310796,Sunny 1 BR; West 80s and Central Park,Apartment,4,83
311003,2 BD - 2BA WITH GARDEN; SLEEPS 6,Apartment,6,89
311343,COMFORTABLE ROOM,Apartment,2,94
335820,4 Beds 2 Bathrooms Rental 1,House,6,78
311356,Charming Ridgewood Soulful  Walk-Up,Apartment,1,92
312429,Comfortable; well-appointed room,Apartment,1,97
336220,Stylish and Quiet NYC Retreat!,Apartment,2,97
313890,2ND AVENUE OFF HOUSTON-LOFTLIKE STU,Apartment,4,87
339456,Bright; new luxury apartment in doorman building,Apartment,4,100
341314,Private Bedroom and LivingRoom,Apartment,2,
314442,Beautiful Brooklyn SubletAvailable!,Apartment,1,
341525,TIMES SQUARE MASTER BEDROOM!,Apartment,2,95
314982,Share in NYC's trendy East Village,Apartment,2,95
341982,Lincoln Center Studio; CleanandSunny!,Apartment,2,82
342027,Serenity amidst the busy city,Apartment,4,69
316238,Historic Brooklyn 2-Bedroom Apt,Apartment,6,95
342264,Spacious Manhattan Studio Apartment,Apartment,4,93
317838,APT W- OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,Apartment,2,99
342965,Super Clean Apt by Columbus Circle,Apartment,4,94
342995,Unique private room and bathroom in Brownstone,Apartment,3,96
317905,Come and go as  you please in BKLN!,Guest suite,3,91
343276,TIMES SQUARE HOUSE!,Apartment,2,98
317938,Williamsburg style + balcony (at Bedford L stop),Apartment,2,99
343971,Beautiful Room in a Beautiful New NYC Apartment,Apartment,3,91
344019,Best West Village-Meatpacking Space,Apartment,2,100
344068,21 day Chelsea Apartment rental,Apartment,2,
318021,Room in Huge 1200sf W Harlem Suite,Apartment,1,99
344092,Heavy Sun; Quiet; Arty 1 Bedroom,Apartment,2,97
346248,Cosy apartment in West Village,Apartment,2,89
346579,NYC Lower East Side 1 BR + office,Apartment,2,100
318187,Huge; Sunny; Open Loft in Brooklyn,Loft,3,94
346805,Spacious Lower East Side Apt in NYC,Apartment,2,96
374548,Sunny Retreat with Roof Garden,Apartment,2,95
347865,ARTY 2 BED EAST VILLAGE GEM,Apartment,4,87
349841,Williamsburg Loft: Amazing Sublet,Loft,2,
375249,Enjoy Staten Island Hospitality,House,2,95
350525,Spacious 2BR near Botanic Garden,Apartment,4,92
351530,Gorgeous brownstone next to park!,Apartment,2,96
375977,Cozy;quiet and bright APT in Soho.$3000.3 MONTH MIN,Apartment,2,
351859,Exquisite Spacious Studio in Midtown,Apartment,2,98
352651,COMFORTABLE LARGE ROOM,House,2,88
377217,Great apt on the UWS - A RARE FIND!,Apartment,2,87
378460,Cozy 2 BD in Midtown West,Apartment,4,93
378790,Williamsburg; block from Bedford L,Apartment,4,100
353801,A Great Place to Stay in Brooklyn!,Apartment,2,97
354095,Large Beautiful East Village 1-Bdrm,Apartment,2,97
378852,Cute Chic Studio - Heart of Chelsea,Apartment,2,95
355106,Big room near Prospect Park! NY!,Apartment,2,98
356723,Converted Stable 30+ Day Rental,House,6,99
380416,Park Slope Sunny Studio,Apartment,2,100
380730,Luxury L-Shape Studio + 3 cats,Apartment,3,100
382523,A cozy Red Room with private bathroom,Bed and breakfast,3,95
382524,Cozy room with private bathroom and outside garden,Bed and breakfast,4,98
357224,Great Room In Bushwick! Musicians!,Apartment,1,
358283,Cozy Studio Apt. Heart of Midtown NYC,Apartment,1,98
385190,Beautiful 1 bdrm; Inwood Manhattan,Apartment,1,95
359982,Private room right off L train,Apartment,2,99
385657,Beautiful Loft-10 min to Manhattan!,Apartment,1,100
360400,Beautiful Room in Manhattan Loft,Apartment,3,93
385824,New York City- Riverdale Modern two bedrooms unit,Guest suite,4,95
385853,Central Park Artsy Guest Room,Apartment,3,91
361334,Sleep like an Angel n Hells Kitchen,Apartment,1,82
361803,Luxury; Adorable Studio Apartment,Apartment,3,92
386555,A PLACE TO STAY CLOSE TO MANHATTAN,House,4,93
363016,2 bdrm  Entire Furnished Apt.  (R),Apartment,3,100
386744,Great room priv-bathrm Eastside location 70's ST,Apartment,1,92
363320,Home away from home.,Apartment,5,96
363673,Beautiful 3 bedroom in Manhattan,Apartment,1,
386799,Midtown NYC - 1 Bedroom Apartment,Apartment,5,97
364785,Sunny large private room in Park Slope,Apartment,2,98
387324,Cozy Room in Sunny Apartment (Long-Short Term),Apartment,2,91
365227,Cozy 1 bedroom in Union Square,Apartment,2,89
367042,Eastern Parkway Brooklyn 1BR Flat,Apartment,3,
387377,THERE'S NO PLACE LIKE HOME.........,Apartment,5,87
367810,1400sf Manhattan View Artistic Loft,Loft,2,100
387666,Cozy home in vibrant Manhattan,Bed and breakfast,2,100
387735,LOCATION LOCATION LOCATION Sara's,Apartment,6,89
369411,ingefära hus! Private room Williamsburg; Brooklyn,Apartment,1,91
369567,Private MasterBR w- View of Museum,Apartment,2,95
387883,Sun Drenched High Ceiling Comfort,House,2,
389482,Quaint and Quiet in Queens,Apartment,2,95
391948,Quad Room,House,4,88
369671,LUXURY 2BD-2BTH - HUGE PATIO,Apartment,4,94
391955,Charming brownstone apartment,Loft,4,93
369831,BK CHARM~Clean Modern~XPrss Train!!,Apartment,2,97
392948,New York real . Williamsburg .  10min- soho -,Apartment,1,93
371138,Comfy Brooklyn 2BD; W- Backyard,Apartment,4,96
393016,Your Hell's Kitchen Sanctuary,Apartment,2,92
373618,Authentic designer loft-roof deck best Williamsbrg,Loft,2,100
393094,Designer studio in Luxury Building,Apartment,2,98
393479,NYC 2 Bedroom-Perfect for families!,Apartment,4,97
419373,Stylish Loft w-Lovely Backyard,Apartment,3,92
393682,Private cozy bedroom in Nolita,Apartment,2,98
419792,Great Apt IDEAL Location 900 SF,Loft,4,100
394026,ArtistLoft-MccarenPark-Williamsburg,Loft,2,100
421539,Manhattan Apartment for short stays,Apartment,5,96
394111,Beautiful Bedrooms in Briarwood; NY,Apartment,2,91
423015,Cozy Private One Bedroom; Brooklyn,Apartment,2,94
394235,Flatiron-Designer's loft,Loft,2,
423275,Cozy and SPacious in d heart Astoria,Apartment,3,95
396636,Stylish Designer Studio with Piano,Apartment,2,93
424192,luxury 1 BedRoom Apt Hells Kitchen,Apartment,2,98
397034,New York City for All Seasons!,Apartment,1,94
424661,Beautiful Manhattan Studio; UES NYC,Apartment,3,79
397297,STUNNING E Vill Penthouse,Apartment,4,94
424667,Private bed + Private bath in Times Square!,Apartment,2,94
397420,New York Host who knows The Most,Apartment,1,93
424767,Chic; Spacious Loft + Backyard,Loft,4,99
424889,Sunny and Zen W. Village Studio of Your Own,Apartment,2,92
398281,One Block From Central Park!,Apartment,2,88
424930,2BR Lux Prospect Heights,Loft,5,100
398283,PARK SLOPE: SWEET; LARGE 2BR DUPLEX,House,6,99
399640,CleanandSunny Bedroom in Manhattan. Great Location!,Apartment,2,98
425367,Luxury 2Bed-2Bath-Private Roof Terrace,Apartment,5,100
426075,Sweet cozy clean in Artsy Bushwick!,Apartment,2,94
428226,Bright and Vibrant- The BK experience,Apartment,1,100
429504,River View Sublet April 20 - May 20,Apartment,1,
399720,GREAT STUDIO APARTMENT,Apartment,2,93
399946,Light Superhosted Chill LES Apt,Condominium,1,98
430427,Very clean; quiet bedroom available,Apartment,2,98
430665,Lux One-bed Central Park View UWS,Apartment,4,97
431865,Elegant Uptown Historic District Garden Apartment,Apartment,6,97
400039,Big Beautiful Railroad in Brooklyn,Apartment,3,93
400431,Big Room - Lots of Sunlight!,Apartment,1,93
432090,Only 5 Min. to Manhattan!,Apartment,1,99
400466,Bright Brooklyn Flat w-Park Views,Apartment,2,94
401039,Big and Comfy room near Yankee1,Apartment,4,87
433218,Lovely 1 bdrm in Prospect Heights!,Apartment,3,98
433414,Spacious and Sunny in Prime Brooklyn,Apartment,2,97
401579,ECO-APT; free YOGA; 2 new bedrooms. Best location!,Apartment,10,90
433848,Great one bedroom in south of Harlem,Apartment,4,100
434792,1 br. studio duplex;  Park Slope-Gowanus; Brooklyn,Apartment,3,94
401836,Sunny UES 1.5 Bedroom; Sleeps 6,Apartment,6,97
402037,Stay with a Jazz Singer in Harlem!,Apartment,1,
435909,Sunny West Village Dream,Loft,2,100
435946,SUNNY ZEN  FULL SERVICE HUGE STUDIO,Apartment,5,97
403056,Large Private Room Near Central Park and Mount Sinai,Apartment,3,95
436510,Beautiful corner prewar apartment in Williamsburg,Loft,4,99
436619,Zen; Tranquil; Artsy; Sunny Bedroom,Apartment,2,94
436916,Room for the Summer,Apartment,2,90
403264,Luxury room in Manhattan Duplex Apt,Apartment,3,92
437352,Fantastic 2BR in Brooklyn's Best Area,Apartment,2,100
437906,GREAT 1BR-2BA TERRACE and W-D! in EV!,Apartment,2,95
403668,Gorgeous Sunny; Spacious 1 bdrm in East Village,Apartment,2,100
438513,Big Beautiful Brooklyn Apt @ Park!,Apartment,2,94
404502,ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,Apartment,2,92
439750,Perfect apt. above L train Graham stop,Apartment,2,95
404923,Private Garden Entry,Guest suite,2,93
439870,Gorgeous Park Slope; BK triplex 4BD,Townhouse,5,
405025,Luxurious Ground Floor Loft; 7 min 2 Manhattan,Apartment,5,100
441811,Master Suite with a Great view!,Apartment,2,96
405408,Soho Studio Loft!  READ OUR REVIEWS!,Loft,2,96
441860,Loft Studio with Private Bathroom,Loft,2,88
442636,Private;Affordable; 20 min to NYC!,Apartment,5,94
442649,Lovely Chelsea 1 Bedroom,Apartment,4,100
406926,Nolita apt. with private garden,Apartment,2,97
443646,Classy 2.5 BR Brownstone w- Garden,Townhouse,5,92
407469,BROWNSTONE TWO IN BROOKLYN in NYC,Apartment,2,89
408099,Cozy apartment near Times Square,Apartment,2,95
444171,Upper Duplex in Brooklyn Brownstone,House,4,94
408491,Charming West Village One Bedroom,Apartment,2,
444430,comfy room minutes from museums,Apartment,1,98
408983,Brooklyn Brownstone full floor-garden ProspectPark,Apartment,6,94
409262,Family friendly;  steps to subway; large garden :),Apartment,5,100
446367,Best Block; NYC-Central Park; stay Nov 8; 9; 10th,Apartment,2,73
447766,Great 1 BR Apt in Kips Bay; NY,Apartment,1,80
447840,Private Artist’s Apt- Amazing Location!,Apartment,2,80
448048,1 BR; Book it 1st then write me,Townhouse,2,89
409293,Private Sunny Room Near Central Park and Mount Sinai,Apartment,2,93
448049,No Inq;Read it; 1 BR; Rt of Subway;,Townhouse,2,83
448123,Warm simple modern  Williamsburg bk,Apartment,3,96
449034,Spacious Loft 5 min to Union Square,Loft,3,92
409666,1 bdr apt; sunny close to the beach,Apartment,4,96
449130,Private Entrance Studio in Stylish Duplex,Apartment,4,99
449660,Sunny Room; Good Coffee and Piano,Apartment,2,97
411336,"""Simple Perfect Soho""",Apartment,4,99
449680,Artfully Decorated 2 Bedroom Apt,Apartment,5,95
450009,Lavender Joy Room in Duplex!,Townhouse,2,95
411525,Beautiful Room + Private Balcony,Apartment,2,98
411794,Actor's hideaway near Central Park,Apartment,1,100
450011,Beautiful Bedstuy Garden Apartment,Apartment,3,96
450577,1 bdrm brownstone-west 70's-1 block Central Park,Apartment,2,94
450578,Serene Room...,Apartment,2,93
411918,3 BR apartment Crown Heights; BKLYN,House,6,94
412061,Brownstone Sunny and Spacious top fl,Apartment,2,98
412180,Morocco in Brooklyn with the flyest loft; Amazing!,Apartment,4,94
450905,Master Bedroom - ParkSlope Brooklyn,Apartment,1,
413504,Perfect NYC-Williamsburg Location,Apartment,2,98
452068,Spacious 4 bedroom house; New York,House,5,100
413528,My loft; your loft!,Apartment,3,99
452541,Brooklyn Apartment Windsor Terrace,Apartment,2,97
453094,Bedroom with Garden at the Back,Apartment,2,89
413567,Room3-Comfy+Clean Queen Bed @TWBGH,House,3,94
453255,Exciting Lower East Side; Loft Life,Apartment,3,95
453317,Large Room w- Private Entrance,Apartment,2,85
454334,Private spacious studio available,Apartment,3,100
454929,RooftopUNION SQUARE Penthouse+Patio; 2 floors,Apartment,2,98
455734,Sunny; spacious 1-bedroom in Upper Manhattan,Apartment,3,91
456110,Beautiful One Bedroom in Chelsea,Apartment,4,89
413775,Midtown East Sutton Area Entire Apt,Apartment,2,95
413815,GREAT PRIVATE BEDROOM ,Apartment,1,93
456190,West Village Loft; 1st floor,House,2,92
413876,Finest Gateway to historic Financial District,Loft,3,94
456336,NYC living! Private Space :) Manhattan- Harlem,Apartment,2,94
414553,Spacious Sunny Studio A+location on the ParkandCafe!,Apartment,2,93
456348,Charming Room In East Village,Apartment,3,88
456451,Sunny Apt! A heartbeat to L Train!,Apartment,2,83
456457,West Village Gem - 2BR,Apartment,4,90
414801,Huge Lofts For Off-Sites and Workshops,Loft,16,97
415304,Cute east village apartment.,Apartment,1,100
456526,Central Harlem Comfy Bedroom with Private Bath,Apartment,2,89
416426,Modern Garden Family Townhouse,Apartment,6,92
416557,All Charm: Lush Garden; Huge Kitchen + Quiet,Apartment,3,94
457528,Heart of the West Village - 2 bedroom,Apartment,4,89
457822,PH 1.5br Apt with Amazing Views,Loft,2,100
457829,Large; sunny; airy apartment. Perfect location.,Apartment,5,84
417685,Bright and Quiet 2 BR in Park Slope,Apartment,6,93
458154,Cozy private room; williamsburg NYC,Apartment,2,94
458377,Bright Spacious 2 Bedroom-5 Room - wRoof Deck,Condominium,8,100
459066,******AMAZING DEAL IN NYC*****,Apartment,2,90
459929,Small room in a 2-br condo in Bklyn,Apartment,1,97
460036,Great DEAL Gramercy 1 BDROOM -2beds,Apartment,4,81
418291,Cozy; bright and 1BR apt in east village,Apartment,2,100
460876,1-2 Families! Park Slope Sleeps 9!,House,9,91
460999,Beautiful duplex apt in Harlem,Apartment,4,97
418846,Legal 1 Year Sublet Harlem 1 Bedroom Furnished,Apartment,2,100
461590,Artist's Sunny Eclectic Modern Loft E.Williamsburg,Apartment,2,97
419200,2BR Bright SoHo Apartment Fits 5!,Apartment,5,98
462454,Beautiful Lower East Side Apt! Women only.,Apartment,1,100
465267,Beautiful Private Bedroom,Apartment,3,77
463042,Stylish 1BR in the heart of Nolita,Apartment,3,96
465277,Sunny plant-filled apartment with 2 balconies,Apartment,4,96
463107,Historic 3 Bedroom Eastern Parkway,Apartment,7,98
464231,Large Room w- Private Entrance,Apartment,3,100
466277,W'burg 2 bedroom w- yard and laundry; 5 mins to L,Apartment,5,95
464369,Charming Studio in Luxury Chelsea,Apartment,4,100
466457,Bright; Bedstuy Gem,House,3,96
503529,HEART OF SOHO The Perfect One Bedroom Apt,Apartment,2,98
467569,1BR on the best block of the LES,Apartment,3,94
503585,Charming and Spacious One Bedroom,Apartment,3,100
503722,Hip Stylish WIlliamsburg Studio,Loft,2,97
467634,yahmanscrashpads,House,3,92
503790,SLEEK WEST VILLAGE ARTIST STUDIO LOFT,Apartment,1,99
467866,Our NY home; Greenwich Village apt,Apartment,2,98
468613,$ (Phone number hidden by Airbnb) weeks - room f,Apartment,1,
504362,1760 Sq ft Penthouse apartment,Condominium,5,94
470090,Studio Apt. Lower East - Manhattan,Apartment,2,91
470370,PRIVATE ROOM NEW YORK,Apartment,2,96
504394,Charming; Retro Apt on the UWS,Apartment,2,100
470498,*Unique Master BR in Battery Park!*,Apartment,2,100
504437,The biggest small apt in Manhattan,Apartment,2,90
470709,Spacious sunny LOFT - best location,Loft,5,97
505029,SPACIOUS Fabulous Sunny Loft for 2 wks in Fall,Loft,2,100
505231,Enjoy a 1 Bedroom to share; NYC,Apartment,1,100
471712,Beautiful Sunny Apartment in South Harlem,Apartment,2,98
471758,TriBeCa Amazing River View Loft 3BR,Loft,5,100
505315,Charming ROOM(s)*Lovely BUSHWICK Block*25min->City,Apartment,3,96
471845,Gorgeous Summer Duplex-Yard sublet,Apartment,4,84
471914,Brooklyn one-bedroom right by Prospect Park!,Apartment,4,96
505835,Room 2 - Comfy and Quiet @TWBGH,House,3,92
472052,Luxury Doorman Bldg Nr Central Park,Apartment,3,98
506121,Cozy Room in Lively East Village,Apartment,1,98
472376,Great Brooklyn Studio-1BR!,Apartment,3,87
506527,Modern Sunny 2 Bedroom Apartment,Apartment,6,97
506575,Bronx Room Near Yankees + Harlem,Apartment,4,83
472546,Cozy place,Apartment,2,100
473035,CUTE SAFE COZY BROOKLYN STUDIO,Apartment,3,89
507393,Ready private furnished room w-Wifi,Apartment,1,90
508117,Room1-ComfyQueen Bed Private @TWBGH,House,2,93
473592,AMAZING Private 1stop away from NYC 1 block Subway,Apartment,2,92
508154,3 Bedrooms Comfy Private @TWBGH,House,12,91
508583,COME STAY WITH US!,Apartment,6,92
473777,Bright Modern Artist's Apartment,Apartment,2,94
474283,Studio apartment by Columbus Circle,Apartment,2,
509989,Artist's Ditmas Pk 5 bedroom house,House,16,96
475216,Studio Apt in Park Slope- Brooklyn!,Apartment,2,96
476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,Apartment,2,94
